unique_cards,stats_cost_ratio,spell,minion,hero,weapon,pirate,elemental,demon,totem,dragon,murloc,mechanical,beast,class_card,cost_1_or_less,cost_2,cost_3,cost_4,cost_5,cost_6,cost_7_or_more,no_of_high_rules,no_of_medium_rule,no_of_low_rule,average_card_winrate
21,1.821917808219178,9,20,1,0,0,0,7,0,0,0,1,0,21,3,8,6,4,3,2,4,0,0,0,49.02842368819711,50.55
16,1.6842105263157894,5,25,0,0,0,2,2,0,0,0,2,4,13,15,6,4,2,3,0,0,0,0,0,47.948081575949274,50.5
18,1.5327102803738317,8,20,1,1,0,2,4,0,0,0,1,0,19,4,4,2,5,7,2,6,0,0,0,52.14837458476005,50.46
18,1.7818181818181817,6,23,1,0,0,2,6,0,2,0,0,2,13,0,9,0,12,0,4,5,0,0,0,50.301261347447024,50.0
19,1.7613636363636365,11,18,1,0,0,2,5,0,2,0,0,2,18,0,8,0,11,0,5,6,0,0,0,48.005087678131424,49.87
20,1.826086956521739,6,24,0,0,0,2,3,0,2,0,1,0,12,2,6,4,9,1,3,5,0,0,0,45.510203059289296,49.6
16,2.122448979591837,7,23,0,0,0,0,4,0,0,0,2,4,13,13,10,4,2,1,0,0,0,0,0,46.94574550243559,49.56
17,1.7391304347826086,12,18,0,0,0,0,8,0,0,0,0,0,22,9,6,6,3,0,0,6,0,0,0,45.75785623348049,49.52
20,1.8627450980392157,8,22,0,0,0,2,1,0,2,0,1,0,11,2,6,4,7,3,2,6,0,0,0,45.20043299674785,48.94
21,1.7662337662337662,9,19,1,1,0,0,5,0,0,0,1,0,22,3,8,4,4,4,2,5,0,0,0,48.380385912836296,48.45
19,1.8598130841121496,8,22,0,0,0,2,4,0,2,0,0,0,15,5,7,3,6,0,4,5,0,0,0,45.44922379195645,48.38
18,1.925233644859813,5,25,0,0,0,2,3,0,2,0,1,0,9,0,8,8,6,1,3,4,0,0,0,45.30577528236536,48.24
15,1.7837837837837838,8,22,0,0,0,0,14,0,0,0,0,2,22,10,6,6,4,0,0,4,0,0,0,42.930081054175574,47.87
20,1.6981132075471699,4,24,1,1,0,0,4,0,0,0,1,0,16,7,1,5,4,6,2,5,0,0,0,50.46381363735467,47.82
19,1.9166666666666667,8,21,1,0,0,0,8,0,0,0,2,0,22,3,9,7,2,3,1,5,0,0,0,48.11887555132189,47.77
19,1.614678899082569,9,21,0,0,0,2,3,0,2,0,3,0,14,3,7,0,8,1,5,6,0,0,0,42.21738685471232,47.1
20,1.7662337662337662,9,19,1,1,0,0,5,0,0,0,1,0,22,3,8,5,4,4,1,5,0,0,0,48.78220502331242,46.95
17,2.481012658227848,3,27,0,0,0,2,16,0,0,0,0,1,28,11,5,4,3,5,2,0,0,0,0,45.503691841349244,46.73
19,1.5809523809523809,11,19,0,0,0,2,3,0,2,0,3,0,16,3,5,0,8,3,5,6,0,0,0,42.08253613484171,46.53
20,1.697674418604651,10,20,0,0,0,0,3,0,2,0,1,0,14,1,5,6,6,3,4,5,0,0,0,42.570407702800296,46.52
20,1.989247311827957,4,26,0,0,0,0,0,0,2,0,3,0,6,1,10,6,7,1,2,3,0,0,0,44.27499334454295,46.47
18,1.5490196078431373,8,20,1,1,0,2,4,0,0,0,1,0,18,4,4,3,5,8,1,5,0,0,0,51.45214341440634,46.04
19,1.5875,9,19,1,1,0,0,4,0,0,0,1,1,21,2,6,4,8,4,1,5,0,0,0,48.756144439225025,45.93
16,1.8285714285714285,4,25,1,0,0,2,14,0,0,0,0,1,24,10,8,2,4,4,0,2,0,0,0,43.83580244100151,45.67
19,1.7280701754385965,8,22,0,0,0,2,4,0,2,0,0,3,14,0,9,4,6,0,2,9,0,0,0,43.055033870079086,45.28
18,1.6442307692307692,9,21,0,0,0,2,3,0,2,0,1,0,15,2,6,4,5,3,4,6,0,0,0,42.36655862999853,45.24
19,1.7938144329896908,9,21,0,0,0,2,2,0,2,0,1,0,13,2,7,5,8,1,3,4,0,0,0,44.046446284861915,43.69
19,1.638655462184874,6,24,0,0,0,2,4,0,2,0,1,0,12,0,8,2,10,2,2,6,0,0,0,44.30170562847794,42.82
18,1.7739130434782608,8,22,0,0,0,2,8,0,2,0,0,1,13,0,6,4,8,2,4,6,0,0,0,42.4668682623056,38.23
20,1.6333333333333333,15,15,0,0,0,0,3,0,0,0,3,0,20,2,5,4,3,4,5,7,0,0,0,39.205903434829295,34.79
19,1.6382978723404256,14,16,0,0,0,0,3,0,0,0,3,0,19,2,3,4,4,4,6,7,0,0,0,40.08593900548314,34.32
20,1.6781609195402298,13,17,0,0,0,0,3,0,0,0,2,0,18,3,6,4,2,3,5,7,0,0,0,39.786579565028845,32.54
20,1.6822429906542056,10,20,0,0,0,2,6,0,0,0,1,2,15,3,7,4,5,1,4,6,0,0,0,40.41068767051016,31.81
19,1.5495495495495495,10,20,0,0,0,0,3,0,0,0,5,2,15,3,4,5,2,4,7,5,0,0,0,40.45264511759292,30.83
17,1.7567567567567568,9,21,0,0,0,2,5,0,2,0,3,2,13,2,4,6,4,3,5,6,0,0,0,40.71270383377567,28.46
19,1.6708860759493671,15,15,0,0,0,0,3,0,0,0,1,0,20,3,5,6,2,3,4,7,0,0,0,39.57720695969805,28.21
19,1.6962025316455696,14,16,0,0,0,0,5,0,0,0,1,2,19,3,5,8,2,1,5,6,0,0,0,39.23601523680636,25.08
